Timestamp,Labels,I_w_BLO_Weg,O_w_BLO_power,O_w_BLO_voltage,I_w_BHL_Weg,O_w_BHL_power,O_w_BHL_voltage,I_w_BHR_Weg,O_w_BHR_power,O_w_BHR_voltage,I_w_BRU_Weg,O_w_BRU_power,O_w_BRU_voltage,I_w_HR_Weg,O_w_HR_power,O_w_HR_voltage,I_w_HL_Weg,O_w_HL_power,O_w_HL_voltage
0,0,-106,0,0,0,0,0,-1264,0,0,-17,24600,51,0,8884,26,0,11484,26
0.0439987182617188,0,-106,0,0,0,0,0,-1264,0,0,-17,24600,51,0,8884,26,0,11484,26
0.158004760742188,0,-106,0,0,0,0,0,-1264,0,0,-17,24600,51,0,8884,26,0,11484,26
0.158004760742188,0,-106,0,0,0,0,0,-1264,0,0,-17,24600,51,0,8884,26,0,11484,26
0.243003845214844,0,-106,0,0,0,0,0,-1264,0,0,60,21890,55,0,8884,27,0,11484,26
0.322998046875,0,-106,0,0,0,0,0,-1264,0,0,60,21890,55,0,8884,27,0,11484,26
0.374000549316406,0,-106,0,0,0,0,0,-1264,0,0,60,21890,55,0,8884,27,0,11484,26
0.4739990234375,0,-106,0,0,0,0,0,-1264,0,0,137,24998,57,0,8572,27,0,7720,26
0.528999328613281,0,-106,0,0,0,0,0,-1264,0,0,137,24998,57,0,8572,27,0,7720,26
0.528999328613281,0,-106,0,0,0,0,0,-1264,0,0,137,24998,57,0,8572,27,0,7720,26
0.573997497558594,0,-106,0,0,0,0,0,-1264,0,0,137,24998,57,0,8572,27,0,7720,26
0.719001770019531,0,-106,0,0,0,0,0,-1264,0,0,224,23430,55,0,8572,26,0,11094,26
0.775001525878906,0,-106,0,0,0,0,0,-1264,0,0,224,23430,55,0,8572,26,0,11094,26
0.823997497558594,0,-106,0,0,0,0,0,-1264,0,0,224,23430,55,0,8572,26,0,11094,26
0.878997802734375,0,-106,0,0,0,0,0,-1264,0,0,224,23430,55,0,8572,26,0,11094,26
0.928001403808594,0,-106,0,0,0,0,0,-1264,0,0,303,19305,54,0,9730,26,0,11094,26
0.983001708984375,0,-106,0,0,0,0,0,-1264,0,0,303,19305,54,0,9730,26,0,11094,26
1.03400421142578,0,-106,0,0,0,0,0,-1264,0,0,303,19305,54,0,9730,26,0,11094,26
1.10600280761719,0,-106,0,0,0,0,0,30,18425,54,388,27075,57,0,8052,26,0,7408,26
1.21500396728516,0,-106,0,0,0,0,0,30,18425,54,388,27075,57,0,8052,26,0,7408,26
1.25900268554688,0,-106,0,0,0,0,0,30,18425,54,388,27075,57,0,8052,26,0,7408,26
1.31400299072266,0,-106,0,0,0,0,0,108,17545,55,467,20496,56,0,12457,27,0,7720,24
1.36100006103516,0,-106,0,0,0,0,0,108,17545,55,467,20496,56,0,12457,27,0,7720,24
1.41600036621094,0,-106,0,0,0,0,0,108,17545,55,467,20496,56,0,12457,27,0,7720,24
1.52100372314453,0,-106,0,0,0,0,0,108,17545,55,467,20496,56,0,12457,27,0,7720,24
1.57099914550781,0,-106,0,0,0,0,0,108,17545,55,467,20496,56,0,12457,27,0,7720,24
1.62699890136719,0,-106,0,0,0,0,0,188,19818,54,547,18044,51,0,14833,27,0,7408,26
1.67099761962891,0,-106,0,0,0,0,0,188,19818,54,547,18044,51,0,14833,27,0,7408,26
1.73799896240234,0,-106,0,0,0,0,0,188,19818,54,547,18044,51,0,14833,27,0,7408,26
1.8489990234375,0,-106,0,0,0,0,0,262,17545,55,573,544,4,0,19577,29,0,7720,24
1.89600372314453,0,-106,0,0,0,0,0,262,17545,55,573,544,4,0,19577,29,0,7720,24
1.947998046875,0,-106,0,0,0,0,0,262,17545,55,573,544,4,0,19577,29,0,7720,24
2.00099945068359,0,-106,0,0,0,0,0,262,17545,55,573,544,4,0,19577,29,0,7720,24
2.06100463867188,0,-106,0,1,0,0,0,340,18356,54,573,378,3,0,24985,29,0,7720,24
2.10900115966797,0,-106,0,1,0,0,0,340,18356,54,573,378,3,0,24985,29,0,7720,24
2.18199920654297,0,-106,0,0,0,0,0,391,1584,11,573,348,3,-89,15896,303,-92,10510,295
2.23600006103516,0,-106,0,0,0,0,0,391,1584,11,573,348,3,-89,15896,303,-92,10510,295
2.34500122070313,0,-106,0,0,0,0,0,391,1584,11,573,348,3,-89,15896,303,-92,10510,295
2.39700317382813,0,-106,0,0,0,0,0,391,1584,11,573,348,3,-89,15896,303,-92,10510,295
2.43900299072266,0,-106,0,0,0,0,0,391,508,4,573,206,2,-452,9132,479,-458,26868,486
2.5,0,-106,0,0,0,0,0,391,508,4,573,206,2,-452,9132,479,-458,26868,486
2.55599975585938,0,-106,0,0,0,0,0,391,508,4,573,206,2,-452,9132,479,-458,26868,486
2.65499877929688,0,-106,0,0,0,0,0,392,8,1,573,180,2,-772,3078,213,-774,2666,205
2.69899749755859,0,-106,0,0,0,0,0,392,8,1,573,180,2,-772,3078,213,-774,2666,205
2.75399780273438,0,-106,0,0,0,0,0,392,8,1,573,180,2,-772,3078,213,-774,2666,205
2.81200408935547,0,-106,0,0,0,0,0,392,8,1,573,180,2,-772,3078,213,-774,2666,205
2.91300201416016,0,-106,0,0,0,0,0,392,8,1,573,180,2,-772,3078,213,-774,2666,205
2.96800231933594,0,-106,0,0,0,0,0,0,180,4,573,158,2,-832,31154,31,-832,24055,31
3.02300262451172,0,-106,0,0,0,0,0,0,180,4,573,158,2,-832,31154,31,-832,24055,31
3.07900238037109,0,-106,0,0,0,0,0,0,180,4,573,158,2,-832,31154,31,-832,24055,31
3.13500213623047,0,-106,0,0,0,0,0,0,180,4,573,158,2,-832,31154,31,-832,24055,31
3.18199920654297,0,-106,0,0,0,0,0,58,22680,55,573,120,1,-833,24507,29,-833,22390,29
3.23799896240234,0,-106,0,0,0,0,0,58,22680,55,573,120,1,-833,24507,29,-833,22390,29
3.33900451660156,0,-106,0,0,0,0,0,58,22680,55,573,120,1,-833,24507,29,-833,22390,29
3.39500427246094,0,-106,0,0,0,0,0,137,17108,52,573,49,1,-833,18019,29,-833,17830,29
3.43900299072266,0,-106,0,0,0,0,0,137,17108,52,573,49,1,-833,18019,29,-833,17830,29
3.49800109863281,0,-106,0,0,0,0,0,137,17108,52,573,49,1,-833,18019,29,-833,17830,29
3.55300140380859,0,-106,0,0,0,0,0,214,19488,56,573,41,1,-833,19345,29,-833,20592,29
3.65599822998047,0,-106,0,0,0,0,0,214,19488,56,573,41,1,-833,19345,29,-833,20592,29
3.70100402832031,0,-106,0,0,0,0,0,214,19488,56,573,41,1,-833,19345,29,-833,20592,29
3.75900268554688,0,-106,0,0,31,20735,55,294,20832,56,573,35,0,-833,14104,27,-833,19548,29
3.81500244140625,0,-106,0,0,31,20735,55,294,20832,56,573,35,0,-833,14104,27,-833,19548,29
3.87400054931641,0,-106,0,0,31,20735,55,294,20832,56,573,35,0,-833,14104,27,-833,19548,29
3.96500396728516,0,-106,0,0,31,20735,55,294,20832,56,573,35,0,-833,14104,27,-833,19548,29
4.02300262451172,0,-106,0,0,109,22568,55,373,17034,51,573,41,1,-833,11276,26,-833,15346,29
4.0780029296875,0,-106,0,0,109,22568,55,373,17034,51,573,41,1,-833,11276,26,-833,15346,29
4.12200164794922,0,-106,0,0,109,22568,55,373,17034,51,573,41,1,-833,11276,26,-833,15346,29
4.177001953125,0,-106,0,0,109,22568,55,373,17034,51,573,41,1,-833,11276,26,-833,15346,29
4.27799987792969,0,-106,0,0,187,24054,57,451,12054,49,573,35,1,-833,10418,27,-833,18533,27
4.33300018310547,0,-106,0,0,187,24054,57,451,12054,49,573,35,1,-833,10418,27,-833,18533,27
4.37799835205078,0,-106,0,0,187,24054,57,451,12054,49,573,35,1,-833,10418,27,-833,18533,27
4.43700408935547,0,-106,0,0,265,22960,56,478,0,0,573,35,1,-833,9118,26,-833,20215,29
4.48500061035156,0,-106,0,0,265,22960,56,478,0,0,573,35,1,-833,9118,26,-833,20215,29
4.53700256347656,0,-106,0,0,265,22960,56,478,0,0,573,35,1,-833,9118,26,-833,20215,29
4.65200042724609,0,-106,0,0,265,22960,56,478,0,0,573,35,1,-833,9118,26,-833,20215,29
4.69699859619141,0,-106,0,0,265,22960,56,478,0,0,573,35,1,-833,9118,26,-833,20215,29
4.75299835205078,0,-106,0,0,346,23650,55,478,0,0,573,39,1,-833,8052,26,-833,26659,29
4.80799865722656,0,-106,0,0,346,23650,55,478,0,0,573,39,1,-833,8052,26,-833,26659,29
4.90699768066406,0,-106,0,0,346,23650,55,478,0,0,573,39,1,-833,8052,26,-833,26659,29
4.95200347900391,0,-106,0,0,428,21728,56,478,0,0,573,46,1,-833,7168,26,-833,29108,31
5.01000213623047,0,-106,0,0,428,21728,56,478,0,0,573,46,1,-833,7168,26,-833,29108,31
5.06500244140625,0,-106,0,0,428,21728,56,478,0,0,573,46,1,-833,7168,26,-833,29108,31
5.10900115966797,0,-106,0,0,505,25578,58,478,0,0,573,46,1,-833,6570,24,-833,32672,31
5.20899963378906,0,-106,0,0,505,25578,58,478,0,0,573,46,1,-833,6570,24,-833,32672,31
5.25900268554688,0,-106,0,0,505,25578,58,478,0,0,573,46,1,-833,6570,24,-833,32672,31
5.33799743652344,0,-106,0,0,586,22792,56,478,0,0,573,43,1,-833,3784,24,-833,31402,31
5.38400268554688,0,-106,0,0,586,22792,56,478,0,0,573,43,1,-833,3784,24,-833,31402,31
5.43900299072266,0,-106,0,0,586,22792,56,478,0,0,573,43,1,-833,3784,24,-833,31402,31
5.48300170898438,0,-106,0,0,586,22792,56,478,0,0,573,43,1,-833,3784,24,-833,31402,31
5.58599853515625,0,0,264,4,664,20664,56,478,0,0,573,49,1,-833,6830,26,-833,31092,31
5.64299774169922,0,0,264,4,664,20664,56,478,0,0,573,49,1,-833,6830,26,-833,31092,31
5.697998046875,0,0,264,4,664,20664,56,478,0,0,573,49,1,-833,6830,26,-833,31092,31
5.75900268554688,0,39,18460,52,742,21168,56,478,0,0,573,54,2,-833,6830,26,-833,30472,31
5.81300354003906,0,39,18460,52,742,21168,56,478,0,0,573,54,2,-833,6908,26,-833,30472,31
5.88500213623047,0,39,18460,52,742,21168,56,478,0,0,573,54,2,-833,6908,26,-833,30472,31
5.94200134277344,0,39,18460,52,742,21168,56,478,0,0,573,54,2,-833,6908,26,-833,30472,31
5.98600006103516,0,116,18468,54,820,21392,56,478,0,0,573,49,1,-833,7376,26,-833,28705,31
6.08900451660156,0,116,18468,54,820,21392,56,478,0,0,573,49,1,-833,7376,26,-833,28705,31
