Timestamp,Labels,I_w_BLO_Weg,O_w_BLO_power,O_w_BLO_voltage,I_w_BHL_Weg,O_w_BHL_power,O_w_BHL_voltage,I_w_BHR_Weg,O_w_BHR_power,O_w_BHR_voltage,I_w_BRU_Weg,O_w_BRU_power,O_w_BRU_voltage,I_w_HR_Weg,O_w_HR_power,O_w_HR_voltage,I_w_HL_Weg,O_w_HL_power,O_w_HL_voltage
0,0,-104,0,0,0,0,0,-1258,0,0,-23,1300,24,0,7376,26,0,11484,26
0.055999755859375,0,-104,0,0,0,0,0,-1258,0,0,-23,1300,24,0,7376,26,0,11484,26
0.055999755859375,0,-104,0,0,0,0,0,-1258,0,0,-23,1300,24,0,7376,26,0,11484,26
0.187004089355469,0,-104,0,0,0,0,0,-1258,0,0,20,20845,54,0,7376,26,0,11094,26
0.245002746582031,0,-104,0,0,0,0,0,-1258,0,0,20,20845,54,0,7376,26,0,11094,26
0.295997619628906,0,-104,0,0,0,0,0,-1258,0,0,20,20845,54,0,7376,26,0,11094,26
0.349998474121094,0,-104,0,0,0,0,0,-1258,0,0,20,20845,54,0,7376,26,0,11094,26
0.398002624511719,0,-104,0,0,0,0,0,-1258,0,0,99,23184,56,0,8245,26,0,8080,24
0.458000183105469,0,-104,0,0,0,0,0,-1258,0,0,99,23184,56,0,8245,26,0,8080,24
0.55999755859375,0,-104,0,0,0,0,0,-1258,0,0,99,23184,56,0,8245,26,0,8080,24
0.605003356933594,0,-104,0,0,0,0,0,-1258,0,0,178,18616,54,0,6856,26,0,11094,26
0.659004211425781,0,-104,0,0,0,0,0,-1258,0,0,178,18616,54,0,6856,26,0,11094,26
0.711997985839844,0,-104,0,0,0,0,0,-1258,0,0,178,18616,54,0,6856,26,0,11094,26
0.791000366210938,0,-104,0,0,0,0,0,-1258,0,0,256,21147,56,0,6856,26,0,7720,24
0.823997497558594,0,-104,0,0,0,0,0,-1258,0,0,256,21147,56,0,6856,26,0,7720,24
0.923004150390625,0,-104,0,0,0,0,0,-1258,0,0,256,21147,56,0,6856,26,0,7720,24
0.981002807617188,0,-104,0,0,0,0,0,-1258,0,0,256,21147,56,0,6856,26,0,7720,24
1.03800201416016,0,-104,0,0,0,0,0,-1258,0,0,256,21147,56,0,6856,26,0,7720,24
1.08000183105469,0,-104,0,0,0,0,0,0,0,0,334,23184,56,0,6648,26,0,7408,26
1.13999938964844,0,-104,0,0,0,0,0,0,0,0,334,23184,56,0,6648,26,0,7408,26
1.19499969482422,0,-104,0,0,0,0,0,0,0,0,334,23184,56,0,6648,26,0,7408,26
1.29900360107422,0,-104,0,0,0,0,0,54,17820,56,413,18684,54,0,8780,26,0,10756,26
1.36800384521484,0,-104,0,0,0,0,0,54,17820,56,413,18684,54,0,8780,26,0,10756,26
1.41300201416016,0,-104,0,0,0,0,0,54,17820,56,413,18684,54,0,8780,26,0,10756,26
1.47499847412109,0,-104,0,0,0,0,0,132,19062,54,491,20216,55,0,13699,27,0,7408,26
1.5260009765625,0,-104,0,0,0,0,0,132,19062,54,491,20216,55,0,13699,27,0,7408,26
1.57399749755859,0,-104,0,0,0,0,0,132,19062,54,491,20216,55,0,13699,27,0,7408,26
1.63800048828125,0,-104,0,0,0,0,0,132,19062,54,491,20216,55,0,13699,27,0,7408,26
1.69300079345703,0,-104,0,0,0,0,0,132,19062,54,491,20216,55,0,13699,27,0,7408,26
1.75600433349609,0,-104,0,0,0,0,0,211,24035,55,565,2300,24,0,20012,29,0,10756,26
1.802001953125,0,-104,0,0,0,0,0,211,24035,55,565,2300,24,0,20012,29,0,10756,26
1.90699768066406,0,-104,0,0,0,0,0,211,24035,55,565,2300,24,0,20012,29,0,10756,26
1.95100402832031,0,-104,0,0,0,0,0,291,18920,55,573,17,1,0,26411,29,0,10756,26
2.01200103759766,0,-104,0,0,0,0,0,291,18920,55,573,17,1,0,26411,29,0,10756,26
2.05899810791016,0,-104,0,0,0,0,0,291,18920,55,573,17,1,0,26411,29,0,10756,26
2.15599822998047,0,-104,0,0,0,0,0,291,18920,55,573,17,1,0,26411,29,0,10756,26
2.21900177001953,0,-104,0,0,0,0,0,369,13376,45,573,9,1,-3,5689,100,-4,20096,100
2.27100372314453,0,-104,0,0,0,0,0,369,13376,45,573,9,1,-3,5689,100,-4,20096,100
2.32099914550781,0,-104,0,0,0,0,0,369,13376,45,573,9,1,-3,5689,100,-4,20096,100
2.37899780273438,0,-104,0,0,0,0,0,391,732,3,573,2,0,-199,22558,412,-204,21326,420
2.42500305175781,0,-104,0,0,0,0,0,391,732,3,573,2,0,-199,22558,412,-204,21326,420
2.49200439453125,0,-104,0,0,0,0,0,391,732,3,573,2,0,-199,22558,412,-204,21326,420
2.59300231933594,0,-104,0,0,0,0,0,391,121,1,573,0,0,-608,20944,363,-612,29184,366
2.66600036621094,0,-104,0,0,0,0,0,391,121,1,573,0,0,-608,20944,363,-612,29184,366
2.71199798583984,0,-104,0,0,0,0,0,391,121,1,573,0,0,-608,20944,363,-612,29184,366
2.77400207519531,0,-104,0,0,0,0,0,391,0,0,573,0,0,-817,11586,110,-818,25446,110
2.81400299072266,0,-104,0,0,0,0,0,391,0,0,573,0,0,-817,11586,110,-818,25446,110
2.87200164794922,0,-104,0,0,0,0,0,391,0,0,573,0,0,-817,11586,110,-818,25446,110
2.9739990234375,0,-104,0,0,0,0,0,391,0,0,573,0,0,-817,11586,110,-818,25446,110
3.02999877929688,0,-104,0,0,0,0,0,391,0,0,573,0,0,-817,11586,110,-818,25446,110
3.07900238037109,0,-104,0,0,0,0,0,4,27495,46,573,0,0,-832,1920,32,-833,26349,31
3.13200378417969,0,-104,0,0,0,0,0,4,27495,46,573,0,0,-832,1920,32,-833,26349,31
3.17800140380859,0,-104,0,0,0,0,0,4,27495,46,573,0,0,-832,1920,32,-833,26349,31
3.23899841308594,0,-104,0,0,0,0,0,82,20295,55,573,0,0,-833,1920,29,-833,25326,29
3.29399871826172,0,-104,0,0,0,0,0,82,20295,55,573,0,0,-833,23057,29,-833,25326,29
3.37899780273438,0,-104,0,0,0,0,0,82,20295,55,573,0,0,-833,23057,29,-833,25326,29
3.43900299072266,0,-104,0,0,0,0,0,82,20295,55,573,0,0,-833,23057,29,-833,25326,29
3.49600219726563,0,-104,0,0,0,0,0,163,21120,56,573,0,0,-833,16723,27,-833,20592,31
3.552001953125,0,-104,0,0,0,0,0,163,21120,56,573,0,0,-833,16723,27,-833,20592,31
3.6510009765625,0,-104,0,0,0,0,0,163,21120,56,573,0,0,-833,16723,27,-833,20592,31
3.70800018310547,0,-104,0,0,0,1,1,244,21010,55,573,0,0,-833,14320,27,-833,16507,27
3.7550048828125,0,-104,0,0,0,1,1,244,21010,55,573,0,0,-833,14320,27,-833,16507,27
3.80799865722656,0,-104,0,0,0,1,1,244,21010,55,573,0,0,-833,14320,27,-833,16507,27
3.89099884033203,0,-104,0,0,57,21546,57,322,19965,56,573,0,0,-833,12970,27,-833,22722,29
3.97000122070313,0,-104,0,0,57,21546,57,322,19965,56,573,0,0,-833,12970,27,-833,22722,29
4.01599884033203,0,-104,0,0,57,21546,57,322,19965,56,573,0,0,-833,12970,27,-833,22722,29
4.072998046875,0,-104,0,0,57,21546,57,322,19965,56,573,0,0,-833,12970,27,-833,22722,29
4.11700439453125,0,-104,0,0,135,20790,55,400,18360,54,573,0,0,-833,10418,26,-833,18533,29
4.17099761962891,0,-104,0,0,135,20790,55,400,18360,54,573,0,0,-833,10418,26,-833,18533,29
4.28800201416016,0,-104,0,0,135,20790,55,400,18360,54,573,0,0,-833,10418,26,-833,18533,29
4.33300018310547,0,-104,0,0,135,20790,55,400,18360,54,573,0,0,-833,10418,26,-833,18533,29
4.38800048828125,0,-104,0,0,214,29884,61,472,2398,22,573,0,0,-833,9716,26,-833,14914,27
4.43600463867188,0,-104,0,0,214,29884,61,472,2398,22,573,0,0,-833,9716,26,-833,14914,27
4.48200225830078,0,-104,0,0,214,29884,61,472,2398,22,573,0,0,-833,9716,26,-833,14914,27
4.55599975585938,0,-104,0,0,293,22064,57,478,132,2,573,0,0,-833,8884,26,-833,21114,29
4.60200500488281,0,-104,0,0,293,22064,57,478,132,2,573,0,0,-833,8884,26,-833,21114,29
4.70500183105469,0,-104,0,0,293,22064,57,478,132,2,573,0,0,-833,8884,26,-833,21114,29
4.76200103759766,0,-104,0,0,293,22064,57,478,132,2,573,0,0,-833,8884,26,-833,21114,29
4.80699920654297,0,-104,0,0,293,22064,57,478,132,2,573,0,0,-833,8884,26,-833,21114,29
4.86199951171875,0,-104,0,0,372,22825,55,478,54,2,573,0,0,-833,7974,26,-833,23869,29
4.95700073242188,0,-104,0,0,372,22825,55,478,54,2,573,0,0,-833,7974,26,-833,23869,29
5.01699829101563,0,-104,0,0,372,22825,55,478,54,2,573,0,0,-833,7974,26,-833,23869,29
5.06700134277344,0,-104,0,0,450,25650,58,478,33,1,573,0,0,-833,7376,24,-833,30162,31
5.11600494384766,0,-104,0,0,450,25650,58,478,33,1,573,0,0,-833,7376,24,-833,30162,31
5.17300415039063,0,-104,0,0,450,25650,58,478,33,1,573,0,0,-833,7376,24,-833,30162,31
5.21700286865234,0,-104,0,0,450,25650,58,478,33,1,573,0,0,-833,7376,24,-833,30162,31
5.32700347900391,0,-104,0,0,528,27645,58,478,0,0,573,0,0,-833,3856,24,-833,30782,32
5.38200378417969,0,-104,0,0,528,27645,58,478,0,0,573,0,0,-833,3856,24,-833,30782,32
5.42600250244141,0,-104,0,0,528,27645,58,478,0,0,573,0,0,-833,3856,24,-833,30782,32
5.48300170898438,0,-104,0,0,607,21784,56,478,0,1,573,0,0,-833,3784,26,-833,30472,31
5.52700042724609,0,-104,0,0,607,21784,56,478,0,1,573,0,0,-833,3784,26,-833,30472,31
5.63800048828125,0,-104,0,0,607,21784,56,478,0,1,573,0,0,-833,3784,26,-833,30472,31
5.69699859619141,0,2,5020,20,685,20976,57,478,0,0,573,0,0,-833,3784,24,-833,30162,31
5.75600433349609,0,2,5020,20,685,20976,57,478,0,0,573,0,0,-833,3784,24,-833,30162,31
5.80699920654297,0,2,5020,20,685,20976,57,478,0,0,573,0,0,-833,3784,24,-833,30162,31
5.88600158691406,0,61,22446,58,766,19965,56,478,0,0,573,0,0,-833,6830,24,-833,29263,31
5.96900177001953,0,61,22446,58,766,19965,56,478,0,0,573,0,0,-833,6830,24,-833,29263,31
6.01300048828125,0,61,22446,58,766,19965,56,478,0,0,573,0,0,-833,6830,24,-833,29263,31
6.06800079345703,0,61,22446,58,766,19965,56,478,0,0,573,0,0,-833,6830,24,-833,29263,31
6.11199951171875,0,61,22446,58,766,19965,56,478,0,0,573,0,0,-833,6830,24,-833,29263,31
6.17300415039063,0,139,21615,55,844,18720,52,478,0,0,573,0,0,-833,7116,24,-833,28395,31
6.27300262451172,0,139,21615,55,844,18720,52,478,0,0,573,0,0,-833,7116,24,-833,28395,31
6.33100128173828,0,139,21615,55,844,18720,52,478,0,0,573,0,0,-833,7116,24,-833,28395,31
6.37899780273438,0,219,25648,56,878,94,1,478,0,0,573,0,0,-833,7636,26,-833,21259,29
6.43600463867188,0,219,25648,56,878,94,1,478,0,0,573,0,0,-833,7636,26,-833,21259,29
6.5050048828125,0,219,25648,56,878,94,1,478,0,0,573,0,0,-833,7636,26,-833,21259,29
6.54900360107422,0,219,25648,56,878,94,1,478,0,0,573,0,0,-833,7636,26,-833,21259,29
6.60400390625,0,298,19600,56,878,83,1,478,0,0,573,0,0,-833,7896,26,-833,11354,27
6.70999908447266,0,298,19600,56,878,83,1,478,0,0,573,0,0,-833,7896,26,-833,11354,27
6.76499938964844,0,298,19600,56,878,83,1,478,0,0,573,0,0,-833,7896,26,-833,11354,27
6.81999969482422,0,298,19600,56,878,83,1,478,0,0,573,0,0,-833,7896,26,-833,11354,27
6.86399841308594,0,375,22960,56,878,71,1,478,0,0,573,0,0,-833,7974,24,-833,7324,26
6.91899871826172,0,375,22960,56,878,71,1,478,0,0,573,0,0,-833,7974,24,-833,7324,26
7.02000427246094,0,375,22960,56,878,71,1,478,0,0,573,0,0,-833,7974,24,-833,7324,26
7.06500244140625,0,454,21896,56,878,52,1,478,0,0,573,0,0,-833,8182,26,-833,5972,26
7.12599945068359,0,454,21896,56,878,52,1,478,0,0,573,0,0,-833,8182,26,-833,5972,26
7.17099761962891,0,454,21896,56,878,52,1,478,0,0,573,0,0,-833,8182,26,-833,5972,26
7.22900390625,0,527,21060,52,878,34,0,478,0,0,573,0,0,-833,8520,26,-833,6648,26
