Timestamp,Labels,I_w_BLO_Weg,O_w_BLO_power,O_w_BLO_voltage,I_w_BHL_Weg,O_w_BHL_power,O_w_BHL_voltage,I_w_BHR_Weg,O_w_BHR_power,O_w_BHR_voltage,I_w_BRU_Weg,O_w_BRU_power,O_w_BRU_voltage,I_w_HR_Weg,O_w_HR_power,O_w_HR_voltage,I_w_HL_Weg,O_w_HL_power,O_w_HL_voltage
0,0,-103,0,0,0,40,1,-1288,0,0,-24,1462,15,0,12025,26,0,11484,24
0.0579986572265625,0,-103,0,0,0,40,1,-1288,0,0,-24,1462,15,0,12025,26,0,11484,24
0.112998962402344,0,-103,0,0,0,40,1,-1288,0,0,-24,1462,15,0,12025,26,0,11484,24
0.157005310058594,0,-103,0,0,0,43,2,-1288,0,0,26,23240,55,0,11836,27,0,11094,26
0.217002868652344,0,-103,0,0,0,43,2,-1288,0,0,26,23240,55,0,11836,27,0,11094,26
0.261001586914063,0,-103,0,0,0,43,2,-1288,0,0,26,23240,55,0,11836,27,0,11094,26
0.372001647949219,0,-103,0,0,0,46,1,-1288,0,0,104,20552,57,0,11674,27,0,11094,24
0.41400146484375,0,-103,0,0,0,46,1,-1288,0,0,104,20552,57,0,11674,27,0,11094,24
0.483001708984375,0,-103,0,0,0,46,1,-1288,0,0,104,20552,57,0,11674,27,0,11094,24
0.527000427246094,0,-103,0,0,0,46,1,-1288,0,0,104,20552,57,0,11674,27,0,11094,24
0.633003234863281,0,-103,0,0,0,46,1,-1288,0,0,104,20552,57,0,11674,27,0,11094,24
0.689002990722656,0,-103,0,0,0,78,1,-1288,0,0,182,22605,55,0,11674,26,0,7720,24
0.746002197265625,0,-103,0,0,0,78,1,-1288,0,0,182,22605,55,0,11674,26,0,7720,24
0.825004577636719,0,-103,0,0,0,78,1,-1288,0,0,182,22605,55,0,11674,26,0,7720,24
0.873001098632813,0,-103,0,0,0,43,1,-1288,0,0,260,18425,55,0,11458,26,0,7408,26
0.922004699707031,0,-103,0,0,0,43,1,-1288,0,0,260,18425,55,0,11458,26,0,7408,26
0.980003356933594,0,-103,0,0,0,43,1,-1288,0,0,260,18425,55,0,11458,26,0,7408,26
1.02400207519531,0,-103,0,0,0,43,1,-1288,0,0,260,18425,55,0,11458,26,0,7408,26
1.12300109863281,0,-103,0,0,0,43,1,0,34,1,338,20185,55,0,11458,27,0,7408,26
1.17800140380859,0,-103,0,0,0,43,1,0,34,1,338,20185,55,0,11458,27,0,7408,26
1.23500061035156,0,-103,0,0,0,43,1,0,34,1,338,20185,55,0,11458,27,0,7408,26
1.28700256347656,0,-103,0,0,0,46,1,58,17766,54,416,25821,57,0,10496,27,0,10756,26
1.33200073242188,0,-103,0,0,0,46,1,58,17766,54,416,25821,57,0,10496,27,0,10756,26
