Timestamp,Labels,I_w_BLO_Weg,O_w_BLO_power,O_w_BLO_voltage,I_w_BHL_Weg,O_w_BHL_power,O_w_BHL_voltage,I_w_BHR_Weg,O_w_BHR_power,O_w_BHR_voltage,I_w_BRU_Weg,O_w_BRU_power,O_w_BRU_voltage,I_w_HR_Weg,O_w_HR_power,O_w_HR_voltage,I_w_HL_Weg,O_w_HL_power,O_w_HL_voltage
0,0,-106,0,0,0,0,0,-1255,0,0,-26,0,6,0,6726,26,0,11484,26
0.0550003051757813,0,-106,0,0,0,0,0,-1255,0,0,-26,0,6,0,6726,26,0,11484,26
0.110000610351563,0,-106,0,0,0,0,0,-1255,0,0,-26,0,6,0,6726,26,0,11484,26
0.165000915527344,0,-106,0,0,0,0,0,-1255,0,0,-26,0,6,0,6726,26,0,11484,26
0.211997985839844,0,-106,0,0,0,0,0,-1255,0,0,25,24420,55,0,6492,26,0,11484,26
0.263999938964844,0,-106,0,0,0,0,0,-1255,0,0,25,24420,55,0,6492,26,0,11484,26
0.376998901367188,0,-106,0,0,0,0,0,-1255,0,0,25,24420,55,0,6492,26,0,11484,26
0.427001953125,0,-106,0,0,0,0,0,-1255,0,0,103,22515,57,0,3688,26,0,11484,24
0.485000610351563,0,-106,0,0,0,0,0,-1255,0,0,103,22515,57,0,3688,26,0,11484,24
0.542999267578125,0,-106,0,0,0,0,0,-1255,0,0,103,22515,57,0,3688,26,0,11484,24
0.586997985839844,0,-106,0,0,0,0,0,-1255,0,0,103,22515,57,0,3688,26,0,11484,24
0.697998046875,0,-106,0,0,0,0,0,-1255,0,0,103,22515,57,0,3688,26,0,11484,24
0.744003295898438,0,-106,0,0,0,0,0,-1255,0,0,181,24416,56,0,6128,26,0,11094,26
0.80999755859375,0,-106,0,0,0,0,0,-1255,0,0,181,24416,56,0,6128,26,0,11094,26
0.866004943847656,0,-106,0,0,0,0,0,-1255,0,0,260,18356,52,0,3376,26,0,7720,26
0.910003662109375,0,-106,0,0,0,0,0,-1255,0,0,260,18356,52,0,3376,26,0,7720,26
0.96600341796875,0,-106,0,0,0,0,0,-1255,0,0,260,18356,52,0,3376,26,0,7720,26
1.04100036621094,0,-106,0,0,0,0,0,0,0,1,338,21054,57,0,3376,26,0,10756,26
1.11900329589844,0,-106,0,0,0,0,0,0,0,1,338,21054,57,0,3376,26,0,10756,26
1.17400360107422,0,-106,0,0,0,0,0,0,0,1,338,21054,57,0,3376,26,0,10756,26
1.22900390625,0,-106,0,0,0,0,0,0,0,1,338,21054,57,0,3376,26,0,10756,26
1.27400207519531,0,-106,0,0,0,0,0,53,15895,54,413,19008,54,0,9865,27,0,10756,26
1.37599945068359,0,-106,0,0,0,0,0,53,15895,54,413,19008,54,0,9865,27,-16.2501941548495,10756,26
1.43499755859375,1,-106,0,0,0,0,0,53,15895,54,413,19008,54,0,9865,27,69.0051897857806,10756,26
1.49500274658203,1,-106,0,0,0,0,0,131,17160,54,491,19140,55,0,17141,29,55.5756771412105,10756,26
1.54299926757813,1,-106,0,0,0,0,0,131,17160,54,491,19140,55,0,17141,29,-112.025500148841,10756,26
1.5989990234375,1,-106,0,0,0,0,0,131,17160,54,491,19140,55,0,17141,29,-153.269301392951,10756,26
1.64500427246094,1,-106,0,0,0,0,0,131,17160,54,491,19140,55,0,17141,29,-109.786776954067,10756,26
1.75600433349609,1,-106,0,0,0,0,0,131,17160,54,491,19140,55,0,17141,29,-141.577332156794,10756,26
1.80100250244141,1,-106,0,0,0,0,0,209,23296,55,564,4800,30,0,20737,29,5.95705885660458,7720,24
1.86000061035156,1,-106,0,0,0,0,0,209,23296,55,564,4800,30,0,20737,29,-41.125092553222,7720,24
1.90800476074219,1,-106,0,0,0,0,0,209,23296,55,564,4800,30,0,20737,29,-36.8010733040955,7720,24
1.96300506591797,1,-106,0,0,0,0,0,288,19264,56,572,333,3,0,26411,31,-136.096312939369,7408,26
2.02899932861328,1,-106,0,0,0,0,0,288,19264,56,572,333,3,0,26411,31,77.9567428734972,7408,26
2.08800506591797,1,-106,0,0,0,0,0,288,19264,56,572,333,3,0,26411,31,43.9411111553712,7408,26
2.18499755859375,1,-106,0,0,0,0,0,366,13754,46,573,303,2,-1,12993,75,-9.96224837412097,11381,77
2.18499755859375,1,-106,0,0,0,0,0,366,13754,46,573,303,2,-1,12993,75,101.118011801418,11381,77
2.31700134277344,1,-106,0,0,0,0,0,366,13754,46,573,303,2,-1,12993,75,-88.3979465028903,11381,77
2.36100006103516,1,-106,0,0,0,0,0,366,13754,46,573,303,2,-1,12993,75,40.4700293047627,11381,77
2.41999816894531,1,-106,0,0,0,0,0,391,604,3,573,184,3,-183,9192,402,-152.155880004772,22416,389
2.46800231933594,1,-106,0,0,0,0,0,391,604,3,573,184,3,-183,9192,402,-152.074558333629,22416,389
2.52799987792969,1,-106,0,0,0,0,0,391,604,3,573,184,3,-183,9192,402,-259.92472676295,22416,389
2.63300323486328,1,-106,0,0,0,0,0,392,180,2,573,158,2,-590,18470,374,-562.315975123701,31208,377
2.68399810791016,1,-106,0,0,0,0,0,392,180,2,573,158,2,-590,18470,374,-646.488163292648,31208,377
2.73899841308594,1,-106,0,0,0,0,0,392,180,2,573,158,2,-590,18470,374,-684.644615050249,31208,377
2.78300476074219,1,-106,0,0,0,0,0,392,180,2,573,158,2,-590,18470,374,-715.326818641502,31208,377
2.83900451660156,1,-106,0,0,0,0,0,392,180,2,573,158,2,-590,18470,374,-491.218436051476,31208,377
2.88800048828125,1,-106,0,0,0,0,0,392,0,0,573,124,2,-818,12363,110,-903.594421233612,10266,110
3.0050048828125,1,-106,0,0,0,0,0,392,0,0,573,124,2,-818,12363,110,-836.291384425917,10266,110
3.05999755859375,1,-106,0,0,0,0,0,5,25200,45,573,47,1,-833,1920,32,-953.86520547402,25171,32
3.10600280761719,1,-106,0,0,0,0,0,5,25200,45,573,47,1,-833,1920,32,-833,25171,32
3.16300201416016,0,-106,0,0,0,0,0,5,25200,45,573,47,1,-833,1920,32,-833,25171,32
3.23300170898438,0,-106,0,0,0,0,0,82,20295,55,573,36,2,-833,22883,29,-833,25884,31
3.31700134277344,0,-106,0,0,0,0,0,82,20295,55,573,36,2,-833,22883,29,-833,25884,31
3.36100006103516,0,-106,0,0,0,0,0,82,20295,55,573,36,2,-833,22883,29,-833,25884,31
3.41899871826172,0,-106,0,0,0,0,0,82,20295,55,573,36,2,-833,22883,29,-833,25884,31
3.4739990234375,0,-106,0,0,0,0,0,157,18200,55,573,34,1,-833,19954,27,-833,21201,29
3.56600189208984,0,-106,0,0,0,0,0,157,18200,55,573,34,1,-833,19954,27,-833,21201,29
3.62899780273438,0,-106,0,0,0,0,0,157,18200,55,573,34,1,-833,19954,27,-833,21201,29
3.67900085449219,0,-106,0,0,0,0,0,157,18200,55,573,34,1,-833,19954,27,-833,21201,29
3.72599792480469,0,-106,0,0,0,0,0,235,17368,52,573,24,1,-833,14320,27,-833,20157,29
3.79900360107422,0,-106,0,0,0,0,0,235,17368,52,573,24,1,-833,14320,27,-833,20157,29
3.85400390625,0,-106,0,0,0,0,0,235,17368,52,573,24,1,-833,14320,27,-833,20157,29
3.90499877929688,0,-106,0,0,0,0,0,235,17368,52,573,24,1,-833,14320,27,-833,20157,29
4.01100158691406,0,-106,0,0,48,21168,56,312,19880,56,573,20,1,-833,12970,27,-833,19142,27
4.06800079345703,0,-106,0,0,48,21168,56,312,19880,56,573,20,1,-833,12970,27,-833,19142,27
4.11199951171875,0,-106,0,0,48,21168,56,312,19880,56,573,20,1,-833,12970,27,-833,19142,27
4.18000030517578,0,-106,0,0,126,19415,55,390,19965,55,573,18,1,-833,12457,27,-833,18446,27
4.23000335693359,0,-106,0,0,126,19415,55,390,19965,55,573,18,1,-833,12457,27,-833,18446,27
4.27500152587891,0,-106,0,0,126,19415,55,390,19965,55,573,18,1,-833,12457,27,-833,18446,27
4.38700103759766,0,-106,0,0,203,25704,56,465,3395,34,573,18,1,-833,12457,27,-833,14563,27
4.43099975585938,0,-106,0,0,203,25704,56,465,3395,34,573,18,1,-833,10574,27,-833,14563,27
4.47900390625,0,-106,0,0,203,25704,56,465,3395,34,573,18,1,-833,10574,27,-833,14563,27
4.54100036621094,0,-106,0,0,203,25704,56,465,3395,34,573,18,1,-833,10574,27,-833,14563,27
4.5989990234375,0,-106,0,0,282,22794,57,477,184,2,573,15,1,-833,9976,26,-833,20882,29
4.66200256347656,0,-106,0,0,282,22794,57,477,184,2,573,15,1,-833,9976,26,-833,20882,29
4.72000122070313,0,-106,0,0,282,22794,57,477,184,2,573,15,1,-833,9976,26,-833,20882,29
4.77200317382813,0,-106,0,0,362,21840,56,477,166,2,573,18,1,-833,9430,26,-833,28705,29
4.87200164794922,0,-106,0,0,362,21840,56,477,166,2,573,18,1,-833,9430,26,-833,28705,29
4.927001953125,0,-106,0,0,362,21840,56,477,166,2,573,18,1,-833,9430,26,-833,28705,29
4.97499847412109,0,-106,0,0,362,21840,56,477,166,2,573,18,1,-833,9430,26,-833,28705,29
5.02899932861328,0,-106,0,0,436,24940,58,477,73,1,573,20,1,-833,8520,26,-833,64,32
5.08800506591797,0,-106,0,0,436,24940,58,477,73,1,573,20,1,-833,8520,26,-833,64,32
5.19000244140625,0,-106,0,0,436,24940,58,477,73,1,573,20,1,-833,8520,26,-833,64,32
5.24800109863281,0,-106,0,0,436,24940,58,477,73,1,573,20,1,-833,8520,26,-833,64,32
5.29199981689453,0,-106,0,0,514,24909,56,477,54,1,573,18,1,-833,5080,26,-833,1344,31
