Timestamp,Labels,I_w_BLO_Weg,O_w_BLO_power,O_w_BLO_voltage,I_w_BHL_Weg,O_w_BHL_power,O_w_BHL_voltage,I_w_BHR_Weg,O_w_BHR_power,O_w_BHR_voltage,I_w_BRU_Weg,O_w_BRU_power,O_w_BRU_voltage,I_w_HR_Weg,O_w_HR_power,O_w_HR_voltage,I_w_HL_Weg,O_w_HL_power,O_w_HL_voltage
0,0,-108,0,0,0,0,0,-1261,0,0,-10,28557,56,0,10162,26,0,11484,24
0.0450057983398438,0,-108,0,0,0,0,0,-1261,0,0,-10,28557,56,0,10162,26,0,11484,24
0.145004272460938,0,-108,0,0,0,0,0,-1261,0,0,-10,28557,56,0,10162,26,0,11484,24
0.211006164550781,0,-108,0,0,0,0,0,-1261,0,0,69,19525,55,0,10162,26,0,7408,26
0.272003173828125,0,-108,0,0,0,0,0,-1261,0,0,69,19525,55,0,10162,26,0,7408,26
0.316001892089844,0,-108,0,0,0,0,0,-1261,0,0,69,19525,55,0,10162,26,0,7408,26
0.372001647949219,0,-108,0,0,0,0,0,-1261,0,0,146,22287,57,0,8572,26,0,7720,24
0.428001403808594,0,-108,0,0,0,0,0,-1261,0,0,146,22287,57,0,8572,26,0,7720,24
0.485000610351563,0,-108,0,0,0,0,0,-1261,0,0,146,22287,57,0,8572,26,0,7720,24
0.599006652832031,0,-108,0,0,0,0,0,-1261,0,0,225,22495,55,0,8572,26,0,7408,26
0.653999328613281,0,-108,0,0,0,0,0,-1261,0,0,225,22495,55,0,8572,26,0,7408,26
0.712005615234375,0,-108,0,0,0,0,0,-1261,0,0,225,22495,55,0,8572,26,0,7408,26
0.758003234863281,0,-108,0,0,0,0,0,-1261,0,0,225,22495,55,0,8312,26,0,10756,26
0.809005737304688,0,-108,0,0,0,0,0,-1261,0,0,303,20748,56,0,8312,26,0,10756,26
0.885002136230469,0,-108,0,0,0,0,0,-1261,0,0,303,20748,56,0,8312,26,0,10756,26
0.94000244140625,0,-108,0,0,0,0,0,-1261,0,0,303,20748,56,0,8312,26,0,10756,26
0.997001647949219,0,-108,0,0,0,0,0,-1261,0,0,303,20748,56,0,8312,26,0,10756,26
1.04100036621094,0,-108,0,0,0,0,0,-1261,0,0,303,20748,56,0,8312,26,0,10756,26
1.09600067138672,0,-108,0,0,0,0,0,25,19910,56,385,21660,56,0,9460,26,0,11094,23
1.20800018310547,0,-108,0,0,0,0,0,25,19910,56,385,21660,56,0,9460,26,0,11094,23
1.25800323486328,0,-108,0,0,0,0,0,25,19910,56,385,21660,56,0,9460,26,0,11094,23
1.31700134277344,0,-108,0,0,0,0,0,104,13988,51,464,13500,51,0,12079,27,0,10756,24
1.37200164794922,0,-108,0,0,0,0,0,104,13988,51,464,13500,51,0,12079,27,0,10756,24
1.41600036621094,0,-108,0,0,0,0,0,104,13988,51,464,13500,51,0,12079,27,0,10756,24
1.47299957275391,0,-108,0,0,0,0,0,181,18198,54,540,20240,55,0,12238,27,0,7408,24
1.57400512695313,0,-108,0,0,0,0,0,181,18198,54,540,20240,55,0,12238,27,0,7408,24
1.63800048828125,0,-108,0,0,0,0,0,181,18198,54,540,20240,55,0,12238,27,0,7408,24
1.68700408935547,0,-108,0,0,0,0,0,260,17875,55,574,25,2,0,18736,29,0,7408,24
1.73600006103516,0,-108,0,0,0,0,0,260,17875,55,574,25,2,0,18736,29,0,7408,24
1.79199981689453,0,-108,0,0,0,0,0,260,17875,55,574,25,2,0,18736,29,0,7408,24
1.89400482177734,0,-108,0,0,0,0,0,260,17875,55,574,25,2,0,18736,29,0,7408,24
1.94900512695313,0,-108,0,0,0,0,0,337,20405,55,574,17,1,0,20534,29,0,7048,26
2.00600433349609,0,-108,0,0,0,0,0,337,20405,55,574,17,1,0,20534,29,0,7048,26
2.06100463867188,0,-108,0,0,0,0,0,337,20405,55,574,17,1,0,20534,29,0,7048,26
2.10500335693359,0,-108,0,0,0,0,0,391,1332,8,574,9,1,-93,28350,299,-96,4796,315
2.17500305175781,0,-108,0,0,0,0,0,391,1332,8,574,9,1,-93,28350,299,-96,4796,315
2.27400207519531,0,-108,0,0,0,0,0,391,1332,8,574,9,1,-93,28350,299,-96,4796,315
2.31900024414063,0,-108,0,0,0,0,0,391,1332,8,574,9,1,-93,28350,299,-96,4796,315
2.36600494384766,0,-108,0,0,0,0,0,391,405,3,574,2,0,-456,2189,478,-462,13033,471
2.44200134277344,0,-108,0,0,0,0,0,391,405,3,574,2,0,-456,2189,478,-462,13033,471
2.49700164794922,0,-108,0,0,0,0,0,391,405,3,574,2,0,-456,2189,478,-462,13033,471
2.54100036621094,0,-108,0,0,0,0,0,391,0,0,574,0,0,-774,5631,203,-777,18284,202
2.6510009765625,0,-108,0,0,0,0,0,391,0,0,574,0,0,-774,5631,203,-777,18284,202
2.70000457763672,0,-108,0,0,0,0,0,391,0,0,574,0,0,-774,5631,203,-777,18284,202
2.75700378417969,0,-108,0,0,0,0,0,0,68,2,574,0,0,-832,26450,31,-832,23497,32
2.80500030517578,0,-108,0,0,0,0,0,0,68,2,574,0,0,-832,26450,31,-832,23497,32
2.86100006103516,0,-108,0,0,0,0,0,0,68,2,574,0,0,-832,26450,31,-832,23497,32
2.95500183105469,0,-108,0,0,0,0,0,0,68,2,574,0,0,-832,26450,31,-832,23497,32
3.01100158691406,0,-108,0,0,0,0,0,0,68,2,574,0,0,-832,26450,31,-832,23497,32
3.06600189208984,0,-108,0,0,0,0,0,58,22736,56,574,0,0,-833,23927,29,-833,21723,29
3.11000061035156,0,-108,0,0,0,0,0,58,22736,56,574,0,0,-833,23927,29,-833,21723,29
3.16100311279297,0,-108,0,0,0,0,0,58,22736,56,574,0,0,-833,23927,29,-833,21723,29
3.26900482177734,0,-108,0,0,0,0,0,58,22736,56,574,0,0,-833,23927,29,-833,21723,29
3.32400512695313,0,-108,0,0,0,0,0,137,19494,54,574,0,0,-833,20476,27,-833,21491,29
3.38999938964844,0,-108,0,0,0,0,0,137,19494,54,574,0,0,-833,20476,27,-833,21491,29
3.44499969482422,0,-108,0,0,0,0,0,137,19494,54,574,0,0,-833,20476,27,-833,21491,29
3.49300384521484,0,-108,0,0,0,0,0,215,20405,55,574,0,0,-833,14833,29,-833,16507,29
3.54800415039063,0,-108,0,0,0,0,0,215,20405,55,574,0,0,-833,14833,29,-833,16507,29
3.60400390625,0,-108,0,0,0,0,0,215,20405,55,574,0,0,-833,14833,29,-833,16507,29
3.66200256347656,0,-108,0,0,31,25536,57,295,20384,55,574,0,0,-833,11510,26,-833,19287,29
3.76100158691406,0,-108,0,0,31,25536,57,295,20384,55,574,0,0,-833,11510,26,-833,19287,29
3.81600189208984,0,-108,0,0,31,25536,57,295,20384,55,574,0,0,-833,11510,26,-833,19287,29
3.87100219726563,0,-108,0,0,109,21784,56,373,16380,52,574,0,0,-833,12241,27,-833,15346,27
3.91799926757813,0,-108,0,0,109,21784,56,373,16380,52,574,0,0,-833,12241,27,-833,15346,27
4.01100158691406,0,-108,0,0,109,21784,56,373,16380,52,574,0,0,-833,12241,27,-833,15346,27
4.06000518798828,0,-108,0,0,109,21784,56,373,16380,52,574,0,0,-833,12241,27,-833,15346,27
4.12400054931641,0,-108,0,0,188,22568,57,452,10296,44,574,0,0,-833,10158,26,-833,18446,29
4.17900085449219,0,-108,0,0,188,22568,57,452,10296,44,574,0,0,-833,10158,26,-833,18446,29
4.22299957275391,0,-108,0,0,188,22568,57,452,10296,44,574,0,0,-833,10158,26,-833,18446,29
4.32500457763672,0,-108,0,0,266,24624,56,477,0,0,574,0,0,-833,9430,26,-833,20476,29
